"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 100","04 Dec 2025","17658.3","17702.35","17568.85","17607.85"
"NIFTY SMALLCAP 100","03 Dec 2025","17789.35","17807.75","17588.3","17649.45"
"NIFTY SMALLCAP 100","02 Dec 2025","17875.7","17876.85","17737.15","17776.45"
"NIFTY SMALLCAP 100","01 Dec 2025","17900.95","17958.95","17843.25","17874.70"
"NIFTY SMALLCAP 100","28 Nov 2025","17897.8","17905.15","17796","17829.25"
"NIFTY SMALLCAP 100","27 Nov 2025","18023.25","18029","17837.5","17876.80"
"NIFTY SMALLCAP 100","26 Nov 2025","17784.3","17977.65","17755.75","17971.85"
"NIFTY SMALLCAP 100","25 Nov 2025","17714.4","17767.85","17675.7","17730.30"
"NIFTY SMALLCAP 100","24 Nov 2025","17874.5","17885.65","17665.65","17696.50"
"NIFTY SMALLCAP 100","21 Nov 2025","18043.9","18045.45","17835.2","17847.50"
"NIFTY SMALLCAP 100","20 Nov 2025","18146.55","18176.5","18059.3","18067.25"
"NIFTY SMALLCAP 100","19 Nov 2025","18159.2","18163.35","18052.2","18075.95"
"NIFTY SMALLCAP 100","18 Nov 2025","18381.5","18381.5","18133","18154.75"
"NIFTY SMALLCAP 100","17 Nov 2025","18309","18382.55","18304.4","18347.60"
"NIFTY SMALLCAP 100","14 Nov 2025","18154.3","18286.8","18148","18252.50"
"NIFTY SMALLCAP 100","13 Nov 2025","18287","18312.55","18160.3","18183.65"
"NIFTY SMALLCAP 100","12 Nov 2025","18174.35","18265.2","18155.35","18250.45"
"NIFTY SMALLCAP 100","11 Nov 2025","18170.9","18188.7","18042.3","18101.40"
"NIFTY SMALLCAP 100","10 Nov 2025","18128.65","18183.9","18097.6","18138.60"
"NIFTY SMALLCAP 100","07 Nov 2025","18006.25","18128.45","17843.9","18075.95"
"NIFTY SMALLCAP 100","06 Nov 2025","18379.2","18388.25","18075.3","18105.00"
"NIFTY SMALLCAP 100","04 Nov 2025","18533.95","18535.95","18345.3","18360.90"
"NIFTY SMALLCAP 100","03 Nov 2025","18404.8","18550.4","18402.4","18513.40"
"NIFTY SMALLCAP 100","31 Oct 2025","18518.75","18569.45","18365.2","18380.80"
"NIFTY SMALLCAP 100","30 Oct 2025","18519.15","18523.25","18405.6","18469.70"
"NIFTY SMALLCAP 100","29 Oct 2025","18416.35","18504.95","18341.85","18487.55"
"NIFTY SMALLCAP 100","28 Oct 2025","18445.55","18485.6","18348.95","18407.60"
"NIFTY SMALLCAP 100","27 Oct 2025","18306.25","18409","18261.8","18403.05"
"NIFTY SMALLCAP 100","24 Oct 2025","18319.55","18334.95","18207.7","18253.35"
"NIFTY SMALLCAP 100","23 Oct 2025","18355.4","18367.75","18248.8","18291.45"
"NIFTY SMALLCAP 100","21 Oct 2025","18295.35","18346.7","18265.65","18300.65"
"NIFTY SMALLCAP 100","20 Oct 2025","18189.85","18223.1","18095.9","18206.15"
"NIFTY SMALLCAP 100","17 Oct 2025","18147.5","18216.6","18078.2","18122.40"
"NIFTY SMALLCAP 100","16 Oct 2025","18148.4","18207.95","18106.25","18131.85"
"NIFTY SMALLCAP 100","15 Oct 2025","17986.35","18095.9","17945.9","18088.05"
"NIFTY SMALLCAP 100","14 Oct 2025","18170.3","18207.2","17904.35","17940.15"
"NIFTY SMALLCAP 100","13 Oct 2025","18052.45","18116.95","18002.6","18101.75"
"NIFTY SMALLCAP 100","10 Oct 2025","18038.2","18154.7","17993.2","18133.35"
"NIFTY SMALLCAP 100","09 Oct 2025","17923.75","18016.05","17851.65","18000.25"
"NIFTY SMALLCAP 100","08 Oct 2025","18009.95","18029.6","17865.8","17890.60"
"NIFTY SMALLCAP 100","07 Oct 2025","17978.7","18051.9","17928","17983.40"
"NIFTY SMALLCAP 100","06 Oct 2025","17930.1","17942.8","17859.5","17928.05"
"NIFTY SMALLCAP 100","03 Oct 2025","17796.4","17897.1","17738.95","17878.15"
"NIFTY SMALLCAP 100","01 Oct 2025","17582.15","17769.65","17530.5","17755.85"
"NIFTY SMALLCAP 100","30 Sep 2025","17599.7","17640.45","17446.5","17562.75"
"NIFTY SMALLCAP 100","29 Sep 2025","17633.45","17736.65","17493","17548.65"
"NIFTY SMALLCAP 100","26 Sep 2025","17930.65","17946.2","17540.55","17560.90"
"NIFTY SMALLCAP 100","25 Sep 2025","18077.25","18176.2","17947.55","17966.80"
